Division Name,Section,Block,Unit,Street Number,Street Name,Street Type,Alternate Street Number,Alternate Street Name,Alternate Street Type,Alternate Division Name,Date added to Register,Date removed from Register
WESTON,3,12,,7,Rivers,Street,,,,,29-Jun-15,20-Sep-16
WESTON,4,10,,22,Rivers,Street,,,,,29-Jun-15,20-Sep-16
WESTON,6,16,,58,Heysen,Street,,,,,29-Jun-15,16-Jan-17
WESTON,8,9,,24,Bunny,Street,,,,,29-Jun-15,16-Dec-16
WESTON,9,1,,97,Hilder,Street,,,,,29-Jun-15,16-Dec-16
WESTON,9,12,,75,Hilder,Street,,,,,29-Jun-15,15-Nov-16
WESTON,9,21,,10,Fullwood,Street,,,,,29-Jun-15,08-Mar-16
WESTON,11,3,,34,Fullwood,Street,,,,,29-Jun-15,29-Nov-16
WESTON,12,6,,1,Rowell,Place,,,,,29-Jun-15,29-Nov-16
WESTON,13,14,,43,Meldrum,Street,,,,,29-Jun-15,16-Sep-16
WESTON,13,18,,35,Meldrum,Street,,,,,29-Jun-15,16-Sep-16
WESTON,15,11,,44,Lycett,Street,,,,,29-Jun-15,16-Dec-16
WESTON,16,11,,22,Lycett,Street,,,,,29-Jun-15,23-Jan-18
WESTON,16,7,,14,Lycett,Street,,,,,29-Jun-15,16-Jan-17
WESTON,17,10,,5,Lycett,Street,,,,,29-Jun-15,13-Sep-16
WESTON,18,4,,8,McCubbin,Street,,,,,29-Jun-15,16-Dec-16
WESTON,29,14,,8,Martens,Crescent,,,,,29-Jun-15,16-Dec-16
WESTON,30,1,,1,Martens,Crescent,64,Hilder,Street,,29-Jun-15,15-Nov-16
WESTON,31,7,,1,Leist,Street,34,Martens,Crescent,,29-Jun-15,15-Nov-16
WESTON,39,5,,29,Hopkins,Street,,,,,29-Jun-15,10-Feb-16
WESTON,40,7,,4,Shirlow,Place,,,,,29-Jun-15,29-Nov-16
WESTON,42,17,,39,Buvelot,Street,,,,,29-Jun-15,10-Jan-17
WESTON,43,6,,38,Buvelot,Street,,,,,26-Mar-20,25-May-22
WESTON,49,8,,68,Buvelot,Street,,,,,29-Jun-15,27-Feb-17
WESTON,50,13,,69,Buvelot,Street,,,,,29-Jun-15,07-Feb-17
WESTON,50,14,,67,Buvelot,Street,,,,,29-Jun-15,15-Dec-16
WESTON,50,15,,65,Buvelot,Street,,,,,29-Jun-15,13-Apr-17
WESTON,50,18,,59,Buvelot,Street,,,,,29-Jun-15,17-Feb-17
WESTON,50,19,,57,Buvelot,Street,,,,,29-Jun-15,09-Feb-17
WESTON,50,2,,24,Rubbo,Crescent,,,,,29-Jun-15,21-Feb-17
WESTON,50,9,,38,Rubbo,Crescent,,,,,29-Jun-15,09-Feb-17
WESTON,71,12,,27,Wakelin,Circuit,,,,,29-Jun-15,09-Feb-17
YARRALUMLA,9,26,,78,Banks,Street,,,,,29-Jun-15,29-Nov-19
YARRALUMLA,25,11,,1,Hunter,Street,10,Clarke,Street,,29-Jun-15,21-Dec-17
YARRALUMLA,27,30,,90,Hopetoun,Circuit,,,,,29-Jun-15,21-Jul-17
YARRALUMLA,48,1,,46,Weston,Street,14,Cambage,Street,,29-Jun-15,
YARRALUMLA,55,12,,10,Drummond,Row,,,,,29-Jun-15,19-Jan-18
YARRALUMLA,55,13,,12,Drummond,Row,,,,,29-Jun-15,19-Jan-18
YARRALUMLA,61,16,,8,Banks,Street,,,,,29-Jun-15,16-Jul-19
YARRALUMLA,74,11,,87,Hopetoun,Circuit,,,,,29-Jun-15,10-Jul-17
YARRALUMLA,74,5,1,99,Hopetoun,Circuit,99,Hopetoun,Circuit,,29-Jun-15,
YARRALUMLA,75,19,,14,Musgrave,Street,,,,,29-Jun-15,10-Jul-17
YARRALUMLA,76,5,,15,Musgrave,Street,,,,,29-Jun-15,10-Jul-17
YARRALUMLA,78,11,,18,Rodway,Street,,,,,29-Jun-15,27-Jul-17
YARRALUMLA,92,10,,4,Fraser,Place,,,,,29-Jun-15,28-Sep-16
YARRALUMLA,92,8,,12,Kintore,Crescent,11,Novar,Street,,29-Jun-15,10-Sep-15
YARRALUMLA,92,9,1,2,Fraser,Place,,,,,29-Jun-15,23-Sep-16
